-48, 127, 268
49, 243, 203
178, 445, 70
300, 589, 45
300, 589, 45
419, 534, 66
-,-,-
-63, -1587, 1053
-63, -1565, 1178
71, -1356, 921
70, -1332, 863
70, -1332, 863
-26, -1388, 1014
0, -1265, 846
-11, -1111, 806
-69, -1068, 669
-181, -1019, 452
-242, -820, 525
-222, -699, 630
-204, -544, 487
-195, -440, 318
-145, -278, 299
-145, -278, 299
-62, -89, 264
47, 139, 170
153, 257, 136
269, 334, 176
392, 422, 187
392, 422, 187
510, 423, 328
629, 294, 543
705, 7, 635
762, -304, 746
-,-,-
237, -861, 750
96, -1066, 816
51, -1171, 839
-13, -1362, 818
-13, -1362, 818
-82, -1522, 1085
-104, -1509, 1173
-186, -1464, 1384
-158, -1567, 1040
-263, -1109, 936
-278, -1036, 656
-352, -955, 607
-327, -667, 632
-281, -275, 406
-170, 192, 289
-72, 422, 75
-90, 299, -75
-51, 135, 12
-51, 135, 12
101, 328, 111
258, 430, 128
422, 422, 179
551, 157, 425
551, 157, 425
-,-,-
103, -883, 736
97, -948, 844
13, -1123, 809
-114, -1391, 739
-212, -1572, 731
-212, -1572, 967
-339, -1652, 967
-495, -1811, 1173
-562, -1619, 1104
-716, -1173, 772
-716, -1173, 772
-814, -1087, 602
-748, -893, 632
-655, -617, 558
-523, -244, 351
-340, 139, 238
-135, 441, 326
73, 579, 408
251, 675, 343
251, 675, 343
388, 569, 254
575, 508, 273
813, 385, 396
995, 126, 692
1156, -301, 1087
-,-,-
249, -124, 328
192, -588, 426
147, -805, 523
49, -890, 695
-25, -1085, 978
-25, -1085, 978
-202, -1441, 881
-364, -1715, 883
-505, -1951, 1123
-655, -1998, 1052
-804, -1893, 1046
-741, -1360, 1104
-734, -1048, 768
-758, -810, 510
-744, -605, 476
-657, -410, 498
-546, -161, 407
-374, 141, 303
-199, 392, 276
19, 492, 293
257, 538, 371
257, 538, 371
507, 499, 358
-,-,-
-376, -1236, 756
-544, -1510, 718
-692, -1785, 600
-759, -1953, 806
-861, -1998, 965
-924, -1998, 1164
-890, -1888, 1286
-918, -1457, 1053
-861, -754, 707
-648, -183, 617
-570, -120, 542
-477, 26, 424
-477, 26, 424
-333, 273, 181
-152, 410, 133
31, 481, 137
214, 453, 225
214, 453, 225
509, 466, 397
822, 446, 620
-,-,-
-147, -889, 646
-428, -1424, 561
-428, -1424, 561
-621, -1765, 594
-749, -1611, 481
-862, -1769, 780
-1026, -1998, 747
-1037, -1964, 938
-999, -1526, 997
-1034, -1076, 660
-1009, -757, 501
-893, -531, 598
-716, -244, 617
-512, 181, 458
-313, 448, 370
-116, 610, 386
155, 679, 513
443, 671, 521
443, 671, 521
717, 532, 474
-,-,-
146, -461, 628
-87, -1200, 1088
-408, -1750, 1075
-577, -1989, 1009
-763, -1998, 1001
-958, -1998, 931
-1040, -1998, 928
-1031, -1771, 1084
-999, -1176, 1041
-923, -519, 740
-880, -248, 620
-719, 12, 658
-465, 499, 512
-193, 815, 92
44, 709, 28
-,-,-
-273, -1519, 555
-394, -1715, 535
-513, -1663, 619
-640, -1698, 649
-825, -1967, 670
-982, -1989, 830
-1021, -1653, 836
-1039, -1027, 579
-1021, -423, 349
-954, -135, 341
-764, 165, 349
-523, 544, 277
-523, 544, 277
-256, 897, 215
104, 1000, 319
428, 713, 472
860, 589, 675
1298, 454, 1061
1473, -125, 1035
1496, -715, 1221
1413, -1331, 1315
1237, -1803, 1363
-,-,-
-625, -1117, 682
-605, -1451, 923
-742, -1901, 1470
-620, -1892, 1820
-741, -1974, 1137
-905, -1998, 1184
-1031, -1998, 1585
-1074, -1914, 1338
-1067, -1077, 1154
-981, -658, 772
-921, -377, 352
-760, 27, 536
-587, 321, 549
-363, 694, 290
-58, 1080, 98
301, 1428, 33
301, 1428, 33
683, 1374, 157
993, 1095, 364
1297, 845, 619
1394, 222, 782
1395, -529, 914
1394, -1199, 1228
1270, -1748, 1443
-,-,-
-537, -1394, 1012
-655, -1606, 894
-771, -1793, 1022
-860, -1975, 1197
-824, -1614, 1313
-852, -1488, 1120
-820, -1400, 1001
-722, -802, 1040
-563, -400, 894
-563, -400, 894
-517, -389, 654
-370, -86, 643
-227, 336, 476
-72, 656, 264
45, 764, 88
230, 750, 153
230, 750, 153
501, 825, 264
731, 886, 265
921, 648, 470
998, 20, 631
998, 20, 631
1116, -443, 920
1216, -792, 1191
1226, -1258, 1171
1226, -1597, 1273
1183, -1781, 1386
1099, -1921, 1474
-,-,-
-604, -917, 1301
-552, -1273, 1321
-798, -1784, 1260
-402, -1423, 1913
-425, -1205, 1252
-428, -1890, 727
-244, -1820, 1409
-104, -1679, 1709
-109, -1483, 1533
-200, -1445, 1237
-177, -1173, 1212
-118, -812, 1210
-168, -609, 941
-193, -468, 775
-143, -140, 735
-180, 156, 511
-208, 338, 253
-218, 446, 51
-235, 576, -77
-235, 576, -77
-175, 641, -69
-83, 724, -116
-22, 707, -82
195, 579, 169
559, 351, 462
950, 3, 715
950, 3, 715
1224, -585, 1043
1403, -1196, 1349
1465, -1683, 1552
1418, -1979, 1722
-,-,-
-768, -1858, 935
-764, -1861, 1044
-744, -1800, 1237
-756, -1552, 1144
-782, -1321, 850
-773, -1144, 775
-685, -817, 802
-685, -817, 802
-627, -600, 658
-617, -400, 365
-557, -119, 204
-334, 249, 292
-89, 487, 324
86, 550, 285
381, 592, 518
381, 592, 518
742, 710, 619
1019, 644, 469
1308, 510, 568
1522, 250, 853
1460, -382, 787
1305, -1199, 675
1201, -1795, 1000
1231, -1979, 1177
1224, -1959, 1291
-,-,-
-863, -1896, 1572
-831, -1913, 1322
-800, -1998, 1237
-740, -1824, 1407
-721, -1387, 1185
-687, -1011, 912
-654, -776, 660
-572, -486, 534
-419, -128, 734
-419, -128, 734
-268, 112, 664
-177, 317, 375
14, 675, 244
175, 770, 235
251, 588, 255
251, 588, 255
362, 400, 497
603, 548, 624
823, 537, 596
941, 217, 617
1022, -253, 728
1022, -253, 728
1092, -663, 826
1157, -1032, 1001
1222, -1284, 1103
-,-,-
307, -1003, 882
346, -1003, 1014
324, -1036, 905
131, -1269, 864
-38, -1602, 987
-210, -1536, 980
-307, -1295, 1003
-423, -1035, 1101
-642, -1075, 982
-782, -1038, 902
-724, -402, 1080
-553, 260, 988
-331, 522, 620
-17, 766, 284
288, 875, 48
288, 875, 48
605, 675, 9
919, 343, 196
1182, 213, 375
1182, 213, 375
1312, 117, 466
1222, -288, 490
1098, -712, 573
985, -1043, 670
-,-,-
144, -844, 1154
249, -1127, 1134
273, -1231, 966
389, -1287, 987
443, -1455, 1060
411, -1648, 1049
458, -1612, 1213
353, -1569, 1189
41, -1764, 613
-248, -1897, 507
-192, -1302, 915
-194, -825, 746
-210, -548, 606
-287, -574, 411
-287, -574, 411
-276, -554, 264
-264, -553, 335
-250, -536, 214
-193, -439, 114
-129, -315, 71
-58, -151, 85
76, 127, 238
184, 281, 275
184, 281, 275
201, 321, 223
171, 237, 192
194, 66, 222
256, -55, 232
256, -55, 232
412, -144, 265
696, -589, 558
931, -686, 807
1167, -211, 1084
1194, -235, 1127
1094, -697, 970
1087, -1047, 1048
1084, -1085, 961
-,-,-
-139, -1034, 743
-12, -950, 961
-7, -1178, 1006
-7, -1178, 1006
-43, -1394, 916
-35, -1438, 899
-7, -1267, 947
-25, -1401, 1065
-46, -1421, 981
-49, -1252, 886
-14, -889, 822
16, -719, 951
-65, -740, 911
-65, -740, 911
-98, -625, 700
-63, -423, 628
-38, -261, 584
-22, -136, 419
-16, -80, 303
4, -56, 399
4, -56, 399
15, -30, 266
53, 41, 208
53, 41, 208
89, 105, 181
111, 39, 220
211, -41, 343
347, -22, 448
347, -22, 448
492, 11, 501
631, -37, 603
795, -141, 556
937, -280, 617
937, -280, 617
1091, -388, 821
1169, -498, 897
1143, -732, 878
1104, -876, 883
-,-,-
-369, -1079, 860
-325, -1071, 1004
-265, -1206, 1107
-349, -1720, 1076
-199, -1226, 1152
-192, -1293, 830
-186, -1526, 863
-114, -1558, 1037
-55, -1428, 1135
-31, -1439, 1059
-49, -1469, 825
2, -1243, 841
64, -1015, 814
64, -1015, 814
82, -910, 686
74, -876, 677
42, -852, 714
10, -730, 752
36, -538, 649
36, -538, 649
33, -440, 530
-6, -449, 370
-42, -527, 297
-39, -418, 219
-39, -418, 219
23, -250, 198
67, -200, 139
75, -193, 65
76, -172, 106
84, -99, 136
84, -99, 136
127, -104, 222
187, -152, 272
254, -112, 190
347, 73, 288
347, 73, 288
478, 100, 464
607, -135, 641
696, -314, 696
779, -268, 746
924, -252, 885
924, -252, 885
1018, -421, 1065
1028, -625, 1116
1071, -640, 1065
1121, -555, 1003
1112, -621, 973
1079, -677, 1164
977, -821, 1326
849, -1059, 1252
842, -1111, 1228
-,-,-
-180, -1112, 837
-153, -1104, 790
-112, -1194, 877
-90, -1181, 804
-90, -1181, 804
-5, -1048, 928
88, -988, 965
137, -1012, 919
178, -980, 929
237, -854, 821
291, -734, 798
303, -782, 798
303, -782, 798
286, -844, 742
292, -780, 682
312, -696, 685
297, -703, 654
276, -722, 576
244, -749, 520
244, -749, 520
255, -731, 551
248, -759, 542
247, -787, 556
229, -857, 564
228, -839, 571
249, -794, 591
255, -797, 565
255, -797, 565
244, -841, 547
248, -847, 554
270, -786, 544
297, -711, 487
297, -723, 406
297, -748, 395
297, -748, 395
321, -721, 400
337, -678, 357
332, -697, 382
341, -699, 384
359, -660, 346
380, -629, 370
390, -638, 385
390, -638, 385
421, -626, 351
457, -618, 349
476, -579, 327
475, -594, 337
451, -673, 278
433, -704, 256
433, -704, 256
442, -640, 292
464, -565, 341
480, -502, 354
514, -442, 317
527, -424, 301
501, -440, 293
474, -465, 309
474, -465, 309
487, -509, 365
531, -576, 454
568, -605, 523
590, -558, 543
602, -553, 557
639, -599, 563
639, -599, 563
693, -638, 606
730, -628, 689
734, -630, 723
733, -700, 699
728, -794, 711
735, -864, 735
750, -808, 760
750, -808, 760
751, -760, 833
724, -778, 855
697, -731, 853
-,-,-
-145, -1481, 870
-64, -1387, 831
-75, -1457, 913
-17, -1540, 941
2, -1427, 841
39, -1225, 856
43, -1183, 890
43, -1183, 890
36, -1081, 825
63, -883, 758
69, -798, 729
59, -803, 681
59, -734, 615
59, -734, 615
75, -627, 555
99, -594, 548
93, -606, 470
125, -531, 462
125, -531, 462
167, -485, 475
199, -496, 412
203, -555, 299
207, -612, 310
238, -522, 343
293, -387, 328
309, -323, 241
309, -323, 241
282, -345, 166
248, -345, 121
221, -241, 116
235, -172, 154
262, -166, 213
312, -170, 247
312, -170, 247
375, -161, 360
427, -146, 416
536, -233, 376
657, -475, 526
789, -712, 720
975, -715, 911
1113, -608, 1060
1163, -645, 1102
-,-,-
7, 104, 1006
-17, -148, 1008
2, -108, 1001
214, -88, 1003
58, -64, 1008
27, -145, 1002
27, -145, 1002
89, -49, 1003
80, -87, 1014
115, -182, 989
126, -189, 1008
75, -165, 995
-21, -238, 978
-21, -238, 978
-123, -210, 1000
-189, 34, 992
-282, 154, 989
-302, 258, 1027
-270, 127, 1005
-223, -70, 998
-117, -278, 1014
-13, -60, 1018
-13, -60, 1018
-130, -301, 968
-80, -54, 1031
-34, 78, 1017
-124, -3, 828
-207, -32, 1001
-152, 60, 1003
-208, -33, 1004
-208, -33, 1004
54, 32, 947
39, 55, 1017
16, -43, 1003
35, -16, 1009
35, -16, 1009
2, -89, 1021
206, 224, 1186
46, -34, 913
96, 17, 941
96, 17, 941
175, 62, 967
134, -107, 1012
119, -142, 1003
91, -161, 1017
100, -120, 995
100, -120, 995
-,-,-
-26, -122, 882
-77, -226, 522
-45, -250, 924
-74, -182, 1039
8, -312, 970
-37, -357, 998
-37, -357, 998
-50, -293, 1015
-118, -282, 1007
-227, -200, 962
-335, 77, 1022
-324, 343, 1000
-228, 45, 997
-266, -456, 997
-142, -155, 1007
-218, -67, 1000
-218, -67, 1000
-215, 59, 980
-207, 173, 984
-199, 266, 981
-175, 319, 953
-174, 281, 1001
-135, 211, 970
-52, 134, 1018
-52, 134, 1018
3, 128, 937
59, 148, 1024
120, 178, 966
130, 121, 998
130, 121, 998
152, 53, 990
280, 143, 1008
351, 147, 1013
271, 7, 1007
233, 83, 973
233, 83, 973
218, 62, 993
-,-,-
21, -31, 524
-36, -189, 850
153, -245, -65
153, -245, 900
-200, -269, 900
-41, -474, 999
-38, -445, 958
-74, -351, 990
-152, -435, 984
-194, -261, 951
-194, -147, 974
-235, -149, 1019
-240, 28, 1001
-240, 28, 1001
-247, 140, 996
-262, 256, 976
-240, 232, 989
-247, 70, 1002
-192, 96, 993
-120, 69, 1015
-116, 63, 894
-116, 63, 894
-125, 29, 996
-108, 43, 1008
-25, 89, 961
8, 101, 996
8, 101, 996
43, 121, 998
109, 188, 958
205, 263, 1018
205, 263, 1018
221, 185, 994
225, 92, 970
240, 51, 996
231, 22, 1016
231, 22, 1016
-,-,-
-117, -802, 762
-117, -802, 762
-113, -854, 781
-134, -892, 736
-117, -868, 699
-111, -908, 673
-100, -891, 747
-130, -989, 774
-155, -1015, 626
-160, -1003, 531
-152, -852, 520
-168, -839, 419
-213, -905, 405
-226, -819, 577
-181, -593, 440
-181, -593, 440
-137, -399, 168
-117, -277, 205
-91, -171, 209
-30, -29, 261
4, 77, 425
41, 108, 434
41, 108, 434
29, 65, 458
75, 121, 613
135, 203, 765
135, 203, 765
159, 207, 991
230, 107, 1011
299, 23, 1045
414, -52, 1234
-,-,-
-177, -815, 853
-178, -832, 673
-197, -944, 738
-210, -995, 738
-233, -1031, 851
-233, -1031, 851
-239, -1046, 886
-210, -1174, 763
-218, -1240, 812
-220, -1149, 917
-211, -1154, 885
-220, -1117, 858
-185, -1005, 730
-144, -928, 696
-129, -890, 672
-147, -818, 732
-150, -869, 654
-129, -843, 515
-135, -768, 512
-140, -728, 571
-104, -723, 482
-82, -698, 456
-46, -646, 541
-46, -646, 541
-10, -607, 488
63, -482, 398
93, -450, 460
118, -388, 423
169, -254, 363
169, -254, 363
188, -172, 425
181, -132, 481
193, -119, 466
240, -116, 457
275, -51, 468
257, 11, 609
257, 11, 609
206, 25, 768
256, -55, 741
324, -177, 696
353, -228, 838
353, -228, 838
361, -254, 946
388, -201, 1000
471, -134, 1114
536, -236, 1179
551, -363, 1273
554, -514, 1363
524, -605, 1384
-,-,-
-227, -942, 950
-217, -986, 794
-173, -932, 849
-133, -877, 963
-131, -885, 947
-173, -970, 1009
-179, -1039, 1062
-158, -1085, 981
-154, -1033, 1034
-143, -972, 997
-146, -976, 942
-144, -994, 929
-161, -1028, 883
-173, -1040, 793
-185, -967, 680
-170, -841, 606
-175, -790, 615
-175, -790, 615
-154, -652, 610
-91, -496, 528
-91, -559, 449
-66, -544, 412
-15, -479, 480
33, -437, 467
69, -422, 449
69, -422, 449
94, -429, 419
109, -361, 477
150, -260, 563
186, -260, 525
197, -236, 497
212, -236, 559
212, -242, 559
220, -289, 549
208, -353, 533
233, -328, 590
276, -231, 650
276, -103, 598
279, -41, 547
279, -41, 547
315, -87, 629
342, -155, 772
372, -176, 941
414, -151, 1021
472, -145, 1024
505, -200, 1072
505, -200, 1181
526, -279, 1181
585, -278, 1321
650, -292, 1434
688, -359, 1468
711, -471, 1454
702, -496, 1489
613, -615, 1537
548, -610, 1619
-,-,-
-320, -1168, 657
-265, -1025, 888
-224, -950, 849
-166, -865, 696
-181, -875, 869
-192, -873, 1096
-162, -850, 1048
-115, -880, 908
-115, -880, 908
-112, -934, 1016
-96, -965, 1021
-84, -960, 955
-70, -975, 885
-66, -974, 820
-49, -911, 861
-20, -834, 813
4, -802, 680
4, -802, 680
12, -809, 692
3, -812, 688
10, -778, 648
16, -745, 662
16, -745, 662
30, -742, 628
58, -697, 552
52, -725, 621
61, -723, 644
61, -723, 644
73, -722, 649
106, -696, 645
142, -681, 617
162, -671, 615
198, -644, 619
198, -644, 548
229, -614, 548
246, -596, 516
223, -578, 558
206, -526, 544
210, -446, 446
198, -415, 368
198, -404, 410
198, -404, 410
210, -378, 431
236, -361, 407
236, -345, 337
240, -300, 327
218, -289, 439
229, -263, 462
266, -263, 461
266, -185, 461
279, -133, 665
312, -40, 793
327, -25, 838
325, -100, 839
343, -165, 777
343, -165, 777
342, -176, 913
331, -218, 1167
386, -288, 1268
-,-,-
179, -982, 220
179, -982, 220
275, -953, 280
266, -871, 129
113, -940, 165
58, -1191, 334
94, -1049, 361
127, -1005, 389
127, -1005, 389
137, -1050, 569
130, -1059, 570
92, -1092, 406
123, -1075, 302
105, -1142, 335
95, -1164, 332
85, -1213, 282
84, -1245, 309
74, -1191, 264
74, -1191, 264
76, -1180, 182
48, -1176, 105
86, -1176, 73
81, -1158, 60
72, -1155, 194
42, -1195, 216
42, -1195, 216
49, -1180, 75
71, -1149, -20
72, -1107, -49
51, -1035, -141
43, -1040, -213
12, -1105, -122
3, -1033, -112
3, -1033, -112
20, -962, -140
30, -917, -40
7, -921, 18
24, -871, -33
24, -871, -33
12, -875, -16
55, -759, 42
88, -689, 35
118, -621, -11
153, -580, 10
153, -580, 10
146, -526, 6
159, -504, -88
180, -511, -61
227, -512, -24
227, -512, -24
257, -463, 4
254, -459, -2
261, -493, 48
279, -544, 117
323, -620, 130
323, -620, 130
371, -663, 128
419, -656, 179
473, -617, 246
535, -572, 280
560, -598, 305
603, -649, 321
622, -704, 407
622, -704, 407
652, -716, 441
693, -705, 515
738, -689, 603
769, -708, 612
791, -726, 704
778, -766, 851
778, -766, 851
755, -799, 938
643, -943, 990
574, -985, 1044
663, -807, 1071
-,-,-
158, -801, 156
119, -881, 346
73, -959, 695
73, -959, 695
73, -959, 567
131, -996, 393
194, -1024, 323
166, -1143, 370
125, -1279, 461
84, -1448, 463
84, -1508, 434
84, -1508, 434
97, -1515, 321
129, -1468, 327
136, -1388, 335
153, -1283, 287
175, -1204, 249
193, -1091, 258
169, -1044, 201
